id,,,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93,RIL_5,RIL_18,RIL_20,RIL_29,RIL_41,RIL_44,RIL_52,RIL_56,RIL_68,RIL_78,RIL_88,RIL_194,RIL_195,RIL_231,RIL_236,RIL_261,RIL_278,RIL_307,RIL_312,RIL_328,RIL_331,RIL_348,RIL_352,RIL_366,RIL_367,RIL_368,RIL_370
A01x22156290,A01,70.5211553687371,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22250566,A01,72.2164250470764,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22496994,A01,72.6244631146229,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22640794,A01,73.0326293131773,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22648970,A01,73.4407955116605,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22836582,A01,73.8489197002039,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x22974070,A01,74.6754302515905,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23485290,A01,75.5019529873907,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23566033,A01,75.5019681742965,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23115892,A01,75.7398727027483,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23678346,A01,77.2514479708442,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23717804,A01,77.659462122128,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23862909,A01,78.4860153896657,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23896183,A01,78.8940975681969,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x23987437,A01,79.7206508356416,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24048223,A01,80.1287750241138,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24070256,A01,80.5369412225971,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24108220,A01,80.9451074210455,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x191714,A01,81.353273619564,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x147711,A01,81.761355103427,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x97499,A01,83.0168327304018,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x86867,A01,83.4249142156768,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24231054,A01,83.8331073952926,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24249266,A01,83.8331187119043,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24274441,A01,84.2413234859969,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24377050,A01,84.6494896834658,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24454097,A01,85.0576558819146,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24472434,A01,85.4658220803978,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
A01x24532569,A01,85.87394626887,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
